,LATITUDE,LONGITUDE,FIRE_YEAR,DISCOVERY_DOY,STAT_CAUSE_DESCR,FIRE_SIZE_CLASS,BBOX,Date
3396,43.92361111,-122.1025,2015,178,Lightning,B,"[-122.1285, 43.90561, -122.0765, 43.94161]",2015-06-28
3397,34.09527778,-116.73083333,2014,146,Lightning,B,"[-116.75683, 34.07728, -116.70483, 34.11328]",2014-05-27
3398,39.6322,-109.4597,2014,176,Lightning,A,"[-109.4857, 39.6142, -109.4337, 39.6502]",2014-06-26
3399,46.25083333,-115.74555556,2015,223,Lightning,A,"[-115.77156, 46.23283, -115.71956, 46.26883]",2015-08-12
3400,41.7275,-122.24416667,2014,212,Lightning,A,"[-122.27017, 41.7095, -122.21817, 41.7455]",2014-08-01
3401,42.77916667,-122.19777778,2015,177,Lightning,B,"[-122.22378, 42.76117, -122.17178, 42.79717]",2015-06-27
3402,46.81222222,-115.04666667,2015,212,Lightning,A,"[-115.07267, 46.79422, -115.02067, 46.83022]",2015-08-01
3403,47.0595,-120.3038,2015,222,Lightning,B,"[-120.3298, 47.0415, -120.2778, 47.0775]",2015-08-11
3404,47.1742,-113.9419,2015,223,Lightning,A,"[-113.9679, 47.1562, -113.9159, 47.1922]",2015-08-12
3405,41.6254,-73.7743,2015,106,Lightning,B,"[-73.8003, 41.6074, -73.7483, 41.6434]",2015-04-17
3406,35.83416667,-106.55222222,2014,186,Lightning,A,"[-106.57822, 35.81617, -106.52622, 35.85217]",2014-07-06
3407,48.96694444,-115.80027778,2015,192,Lightning,A,"[-115.82628, 48.94894, -115.77428, 48.98494]",2015-07-12
3408,48.0838,-117.6861,2014,214,Lightning,C,"[-117.7121, 48.0658, -117.6601, 48.1018]",2014-08-03
3409,46.11916667,-115.47027778,2014,224,Lightning,A,"[-115.49628, 46.10117, -115.44428, 46.13717]",2014-08-13
3410,48.43424,-118.90835,2014,215,Lightning,B,"[-118.93435, 48.41624, -118.88235, 48.45224]",2014-08-04
3411,41.79083333,-122.24694444,2014,212,Lightning,B,"[-122.27294, 41.77283, -122.22094, 41.80883]",2014-08-01
3412,43.62388889,-121.10027778,2015,161,Lightning,A,"[-121.12628, 43.60589, -121.07428, 43.64189]",2015-06-11
3413,63.25,-161.3333,2015,171,Lightning,G,"[-161.3593, 63.232, -161.3073, 63.268]",2015-06-21
3414,36.10777778,-118.37444444,2014,227,Lightning,A,"[-118.40044, 36.08978, -118.34844, 36.12578]",2014-08-16
3415,41.515783,-122.679883,2015,215,Lightning,A,"[-122.70588, 41.49778, -122.65388, 41.53378]",2015-08-04
3416,36.5419,-107.6833,2014,274,Lightning,A,"[-107.7093, 36.5239, -107.6573, 36.5599]",2014-10-02
3417,42.88972222,-122.49388889,2014,193,Lightning,A,"[-122.51989, 42.87172, -122.46789, 42.90772]",2014-07-13
3418,31.79940732,-89.719484,2014,55,Lightning,B,"[-89.74548, 31.78141, -89.69348, 31.81741]",2014-02-25
3419,42.9114,-75.5141,2015,120,Lightning,B,"[-75.5401, 42.8934, -75.4881, 42.9294]",2015-05-01
3420,42.69472222,-122.36583333,2015,213,Lightning,A,"[-122.39183, 42.67672, -122.33983, 42.71272]",2015-08-02
3421,44.36166667,-116.17333333,2014,224,Lightning,A,"[-116.19933, 44.34367, -116.14733, 44.37967]",2014-08-13
3422,40.315183000000005,-120.85665,2015,280,Lightning,A,"[-120.88265, 40.29718, -120.83065, 40.33318]",2015-10-08
3423,29.643,-81.8402,2015,133,Lightning,B,"[-81.8662, 29.625, -81.8142, 29.661]",2015-05-14
3424,35.65944444,-105.83305556,2015,228,Lightning,B,"[-105.85906, 35.64144, -105.80706, 35.67744]",2015-08-17
3425,65.139638,-146.248222,2015,175,Lightning,D,"[-146.27422, 65.12164, -146.22222, 65.15764]",2015-06-25
3426,41.0812,-74.0859,2015,124,Lightning,B,"[-74.1119, 41.0632, -74.0599, 41.0992]",2015-05-05
3427,46.32305556,-115.0625,2015,226,Lightning,F,"[-115.0885, 46.30506, -115.0365, 46.34106]",2015-08-15
3428,45.43694444,-114.93777778,2014,211,Lightning,D,"[-114.96378, 45.41894, -114.91178, 45.45494]",2014-07-31
3429,37.6461,-114.4578,2015,189,Lightning,A,"[-114.4838, 37.6281, -114.4318, 37.6641]",2015-07-09
3430,45.9692,-117.4647,2015,192,Lightning,A,"[-117.4907, 45.9512, -117.4387, 45.9872]",2015-07-12
3431,30.0985,-81.4259,2015,153,Lightning,B,"[-81.4519, 30.0805, -81.3999, 30.1165]",2015-06-03
3432,42.134170000000005,-122.21833000000001,2015,188,Lightning,A,"[-122.24433, 42.11617, -122.19233, 42.15217]",2015-07-08
3433,41.8791,-73.7718,2015,108,Lightning,B,"[-73.7978, 41.8611, -73.7458, 41.8971]",2015-04-19
3434,39.71611111,-121.20583333,2015,161,Lightning,A,"[-121.23183, 39.69811, -121.17983, 39.73411]",2015-06-11
3435,38.609193,-109.36461399999999,2014,148,Lightning,A,"[-109.39061, 38.59119, -109.33861, 38.62719]",2014-05-29
3436,40.0125,-108.3392,2015,226,Lightning,A,"[-108.3652, 39.9945, -108.3132, 40.0305]",2015-08-15
3437,48.640809999999995,-121.0675,2015,227,Lightning,A,"[-121.0935, 48.62281, -121.0415, 48.65881]",2015-08-16
3438,37.00472222,-118.84972222,2014,264,Lightning,A,"[-118.87572, 36.98672, -118.82372, 37.02272]",2014-09-22
3439,40.0717,-120.1761,2014,201,Lightning,A,"[-120.2021, 40.0537, -120.1501, 40.0897]",2014-07-21
3440,44.24478,-107.81602,2014,245,Lightning,B,"[-107.84202, 44.22678, -107.79002, 44.26278]",2014-09-03
3441,27.3754,-80.6727,2015,101,Lightning,C,"[-80.6987, 27.3574, -80.6467, 27.3934]",2015-04-12
3442,34.3832,-108.2093,2014,184,Lightning,A,"[-108.2353, 34.3652, -108.1833, 34.4012]",2014-07-04
3443,40.84277778,-109.44,2014,159,Lightning,B,"[-109.466, 40.82478, -109.414, 40.86078]",2014-06-09
3444,39.0122,-114.3161,2014,271,Lightning,A,"[-114.3421, 38.9942, -114.2901, 39.0302]",2014-09-29
3445,33.819575,-102.600868,2014,227,Lightning,D,"[-102.62687, 33.80158, -102.57487, 33.83758]",2014-08-16
3446,44.4395,-105.5408,2014,203,Lightning,B,"[-105.5668, 44.4215, -105.5148, 44.4575]",2014-07-23
3447,37.067669,-119.655643,2015,182,Lightning,A,"[-119.68164, 37.04967, -119.62964, 37.08567]",2015-07-02
3448,36.16959,-92.70806999999999,2014,118,Lightning,C,"[-92.73407, 36.15159, -92.68207, 36.18759]",2014-04-29
3449,38.88611111,-112.16305556,2015,200,Lightning,F,"[-112.18906, 38.86811, -112.13706, 38.90411]",2015-07-20
3450,34.41,-111.40388889,2014,186,Lightning,A,"[-111.42989, 34.392, -111.37789, 34.428]",2014-07-06
3451,39.7797,-108.2353,2014,173,Lightning,A,"[-108.2613, 39.7617, -108.2093, 39.7977]",2014-06-23
3452,36.54388889,-112.21638889,2014,249,Lightning,A,"[-112.24239, 36.52589, -112.19039, 36.56189]",2014-09-07
3453,45.27722222,-109.63388889,2015,111,Lightning,A,"[-109.65989, 45.25922, -109.60789, 45.29522]",2015-04-22
3454,41.63777778,-120.78555556,2015,213,Lightning,B,"[-120.81156, 41.61978, -120.75956, 41.65578]",2015-08-02
3455,44.12194444,-119.24555556,2015,180,Lightning,A,"[-119.27156, 44.10394, -119.21956, 44.13994]",2015-06-30
3456,38.675,-120.38305556,2015,296,Lightning,A,"[-120.40906, 38.657, -120.35706, 38.693]",2015-10-24
3457,35.41416667,-111.8875,2015,228,Lightning,A,"[-111.9135, 35.39617, -111.8615, 35.43217]",2015-08-17
3458,47.58666667,-115.44527778,2014,213,Lightning,A,"[-115.47128, 47.56867, -115.41928, 47.60467]",2014-08-02
3459,30.599,-81.9124,2015,170,Lightning,B,"[-81.9384, 30.581, -81.8864, 30.617]",2015-06-20
3460,48.14444444,-115.84416667,2015,226,Lightning,F,"[-115.87017, 48.12644, -115.81817, 48.16244]",2015-08-15
3461,37.96611111,-78.12777778,2014,170,Lightning,B,"[-78.15378, 37.94811, -78.10178, 37.98411]",2014-06-20
3462,43.75416667,-121.84611111,2014,210,Lightning,A,"[-121.87211, 43.73617, -121.82011, 43.77217]",2014-07-30
3463,33.880539,-81.17466,2015,173,Lightning,C,"[-81.20066, 33.86254, -81.14866, 33.89854]",2015-06-23
3464,34.29,-110.30277778,2015,220,Lightning,A,"[-110.32878, 34.272, -110.27678, 34.308]",2015-08-09
3465,35.52833333,-111.98222222,2015,289,Lightning,A,"[-112.00822, 35.51033, -111.95622, 35.54633]",2015-10-17
3466,38.98777778,-120.41861111,2014,211,Lightning,B,"[-120.44461, 38.96978, -120.39261, 39.00578]",2014-07-31
3467,40.60027778,-120.95361111,2015,190,Lightning,A,"[-120.97961, 40.58228, -120.92761, 40.61828]",2015-07-10
3468,43.39444444,-122.71722222,2015,190,Lightning,A,"[-122.74322, 43.37644, -122.69122, 43.41244]",2015-07-10
3469,37.685190000000006,-109.46178,2015,249,Lightning,A,"[-109.48778, 37.66719, -109.43578, 37.70319]",2015-09-07
3470,30.94255,-81.98783333,2015,173,Lightning,B,"[-82.01383, 30.92455, -81.96183, 30.96055]",2015-06-23
3471,42.8708,-114.9194,2014,183,Lightning,D,"[-114.9454, 42.8528, -114.8934, 42.8888]",2014-07-03
3472,37.6258,-114.3919,2014,213,Lightning,A,"[-114.4179, 37.6078, -114.3659, 37.6438]",2014-08-02
3473,32.96805556,-105.7275,2014,191,Lightning,A,"[-105.7535, 32.95006, -105.7015, 32.98606]",2014-07-11
3474,40.8779,-73.4106,2015,134,Lightning,A,"[-73.4366, 40.8599, -73.3846, 40.8959]",2015-05-15
3475,48.69083333,-118.15833333,2015,192,Lightning,A,"[-118.18433, 48.67283, -118.13233, 48.70883]",2015-07-12
3476,40.8778,-73.8793,2014,152,Lightning,A,"[-73.9053, 40.8598, -73.8533, 40.8958]",2014-06-02
3477,37.5578,-109.5639,2014,217,Lightning,A,"[-109.5899, 37.5398, -109.5379, 37.5758]",2014-08-06
3478,46.48333333,-115.695,2014,234,Lightning,A,"[-115.721, 46.46533, -115.669, 46.50133]",2014-08-23
3479,35.02416667,-107.98805556,2015,186,Lightning,A,"[-108.01406, 35.00617, -107.96206, 35.04217]",2015-07-06
3480,42.60555556,-122.21083333,2015,179,Lightning,B,"[-122.23683, 42.58756, -122.18483, 42.62356]",2015-06-29
3481,47.135,-114.90555556,2014,195,Lightning,B,"[-114.93156, 47.117, -114.87956, 47.153]",2014-07-15
3482,62.3178,-161.7336,2014,224,Lightning,E,"[-161.7596, 62.2998, -161.7076, 62.3358]",2014-08-13
3483,37.5022,-114.315,2014,207,Lightning,A,"[-114.341, 37.4842, -114.289, 37.5202]",2014-07-27
3484,34.1217,-110.1111,2015,246,Lightning,A,"[-110.1371, 34.1037, -110.0851, 34.1397]",2015-09-04
3485,44.1083,-121.16,2014,215,Lightning,A,"[-121.186, 44.0903, -121.134, 44.1263]",2014-08-04
3486,33.21555556,-108.02166667,2015,152,Lightning,A,"[-108.04767, 33.19756, -107.99567, 33.23356]",2015-06-02
3487,66.416666,-156.783333,2015,216,Lightning,A,"[-156.80933, 66.39867, -156.75733, 66.43467]",2015-08-05
3488,32.8651002,-94.665801,2015,136,Lightning,B,"[-94.6918, 32.8471, -94.6398, 32.8831]",2015-05-17
3489,41.53361111,-123.10916667,2015,205,Lightning,A,"[-123.13517, 41.51561, -123.08317, 41.55161]",2015-07-25
3490,39.4603,-108.8178,2014,154,Lightning,B,"[-108.8438, 39.4423, -108.7918, 39.4783]",2014-06-04
3491,48.73333333,-117.61638889,2014,216,Lightning,B,"[-117.64239, 48.71533, -117.59039, 48.75133]",2014-08-05
3492,40.59786,-117.22713999999999,2014,221,Lightning,A,"[-117.25314, 40.57986, -117.20114, 40.61586]",2014-08-10
3493,47.2308,-114.005,2014,263,Lightning,C,"[-114.031, 47.2128, -113.979, 47.2488]",2014-09-21
3494,29.1989,-103.5736,2015,185,Lightning,A,"[-103.5996, 29.1809, -103.5476, 29.2169]",2015-07-05
3495,43.0336,-122.2331,2014,211,Lightning,B,"[-122.2591, 43.0156, -122.2071, 43.0516]",2014-07-31
3496,37.29444444,-118.15333333,2014,201,Lightning,A,"[-118.17933, 37.27644, -118.12733, 37.31244]",2014-07-21
3497,44.091,-118.18968999999998,2014,211,Lightning,B,"[-118.21569, 44.073, -118.16369, 44.109]",2014-07-31
3498,46.0094,-117.0917,2015,224,Lightning,E,"[-117.1177, 45.9914, -117.0657, 46.0274]",2015-08-13
3499,43.84361111,-119.10333333,2015,217,Lightning,A,"[-119.12933, 43.82561, -119.07733, 43.86161]",2015-08-06
3500,29.7502,-81.4836,2014,159,Lightning,B,"[-81.5096, 29.7322, -81.4576, 29.7682]",2014-06-09
3501,45.82194444,-114.40527778,2015,223,Lightning,A,"[-114.43128, 45.80394, -114.37928, 45.83994]",2015-08-12
